sourceLanguage,targetLanguage,documentID,stringID,sourceText,translatedText,perceivedGender,entityName,sourceURL
en,de,18,18-4,"After a knee injury, she had to give up dancing but became a successful choreographer.","Nach einer Knieverletzung musste sie das Tanzen aufgeben, wurde aber eine erfolgreiche Choreografin.",Female,Flor de María Rodríguez,https://en.wikipedia.org/wiki/Flor_de_Mar%C3%ADa_Rodr%C3%ADguez
en,de,18,18-5,She also took up acting under Carlos Brussa (1887–1952).,Zudem begann sie unter Carlos Brussa (1887–1952) mit der Schauspielerei.,Female,Flor de María Rodríguez,https://en.wikipedia.org/wiki/Flor_de_Mar%C3%ADa_Rodr%C3%ADguez
en,de,18,18-6,"In 1940, she married the musicologist Lauro Ayestarán with whom she undertook research into Uruguayan dance.","1940 heiratete sie den Musikwissenschaftler Lauro Ayestarán, mit dem sie Forschungen zum Tanz in Uruguay aufnahm.",Female,Flor de María Rodríguez,https://en.wikipedia.org/wiki/Flor_de_Mar%C3%ADa_Rodr%C3%ADguez
en,de,18,18-7,"Thanks to the methodology she developed for reconstructing extinct dances, she and her husband revived over 20 folk dances from the colonial period, most of which had been completely forgotten.","Dank der von ihr entwickelten Methode zur Rekonstruktion untergegangener Tänze ließen sie und ihr Ehemann mehr als 20 Volkstänze aus der Kolonialzeit wieder aufleben, von denen die meisten vollständig in Vergessenheit geraten waren.",Female,Flor de María Rodríguez,https://en.wikipedia.org/wiki/Flor_de_Mar%C3%ADa_Rodr%C3%ADguez
en,de,18,18-8,"She became one of the most important researchers in the area, writing several books on the subject.",Sie wurde zu einer der wichtigsten Forscherinnen auf diesem Gebiet und schrieb zu dem Thema mehrere Bücher.,Female,Flor de María Rodríguez,https://en.wikipedia.org/wiki/Flor_de_Mar%C3%ADa_Rodr%C3%ADguez
en,de,18,18-9,"In 1975, after Margaret Graham (1931–2004) had founded the National Dance School (Escuela Nacional de Danza), Rodríguez became a co-founder of its Folklore Department where she taught dance theory and history of dance while giving practical training in ballet and dance.","Nachdem Margaret Graham (1931–2004) die Nationale Tanzschule (Escuela Nacional de Danza) gegründet hatte, wurde Rodríguez 1975 Mitgründerin von deren Abteilung für Folklore, wo sie Tanztheorie und die Geschichte des Tanzes lehrte und gleichzeitig praktische Ausbildungen in Ballett und Tanz anbot.",Female,Flor de María Rodríguez,https://en.wikipedia.org/wiki/Flor_de_Mar%C3%ADa_Rodr%C3%ADguez
en,de,19,19-1,"Germaine Acogny (born 1944), is a Senegalese dancer and choreographer.",Germaine Acogny (geboren 1944) ist eine senegalesische Tänzerin und Choreografin.,Female,Germaine Acogny,https://en.wikipedia.org/wiki/Germaine_Acogny
en,de,19,19-2,"She is responsible for developing ""African Dance"", as well as the creation of several dance schools in both France and Senegal.",Sie ist verantwortlich für die Entwicklung von „African Dance“ sowie für die Errichtung mehrerer Tanzschulen in Frankreich und im Senegal.,Female,Germaine Acogny,https://en.wikipedia.org/wiki/Germaine_Acogny
en,de,19,19-3,"She has been decorated by both countries, including being an Officer of the Ordre des Arts et des Lettres in France, and a Knight of the National Order of the Lion.","Sie wurde von beiden Ländern mit Orden ausgezeichnet, unter anderem in Frankreich als Offizier des Ordre des Arts et des Lettres sowie als Knight of the National Order of the Lion.",Female,Germaine Acogny,https://en.wikipedia.org/wiki/Germaine_Acogny
en,de,19,19-4,"Born in Benin in 1944 to a Senegalese civil servant, Germaine Acogny was also a descendant of the Yoruba people through her grandmother.",Germaine Acogny wurde 1944 in Benin als Kind einer senegalesischen Beamtin geboren und war durch ihre Großmutter auch eine Nachfahrin des Volks der Yoruba.,Female,Germaine Acogny,https://en.wikipedia.org/wiki/Germaine_Acogny
en,de,19,19-5,"When she was 10, the family moved to Dakar, Senegal, where she spent the remainder of her childhood.","Als sie 10 war, zog die Familie nach Dakar, Senegal, wo sie den Rest ihrer Kindheit verbrachte.",Female,Germaine Acogny,https://en.wikipedia.org/wiki/Germaine_Acogny
en,de,19,19-6,"After showing a natural ability in dancing, she decided to pursue this as a career, moving to France in the 1960s to study modern dance and ballet.","Nachdem sie im Tanzen eine natürliche Begabung an den Tag legte, entschied sie sich, dies als Beruf auszuüben. In den 1960ern zog sie nach Frankreich, um modernen Tanz und Ballett zu studieren.",Female,Germaine Acogny,https://en.wikipedia.org/wiki/Germaine_Acogny
en,de,19,19-7,"Upon her return to Senegal, she began to teach dance locally, both privately and as part of the local secondary education system.","Nach ihrer Rückkehr in den Senegal begann sie, sowohl privat als auch im Rahmen des örtlichen sekundären Bildungsbereichs auf lokaler Ebene Tanz zu unterrichten.",Female,Germaine Acogny,https://en.wikipedia.org/wiki/Germaine_Acogny
en,de,19,19-8,"During this period she developed a new style, which she would later call the ""African dance"".","In dieser Zeit entwickelte sie einen neuen Stil, den sie später als „African Dance“ bezeichnen sollte.",Female,Germaine Acogny,https://en.wikipedia.org/wiki/Germaine_Acogny
en,de,19,19-9,"After choreographing dance to the poem Femme Noir, Femme Nu, she came to the attention of the author - President Léopold Sédar Senghor of Senegal.","Nachdem sie den Tanz zu dem Gedicht Femme nue, Femme noire choreografiert hatte, wurde der Autor auf sie aufmerksam – Präsident Leópold Sédar Senghor des Senegal.",Female,Germaine Acogny,https://en.wikipedia.org/wiki/Germaine_Acogny
en,de,19,19-11,"After realising they had similar aspirations for African identity and culture, he sent her to work with choreographer Maurice Béjart in Brussels, Belgium.","Als sie feststellten, dass sie ähnliche Ziele für die afrikanische Identität und Kultur haben, entsandte er sie, um in Brüssel, Belgien, mit dem Choreografen Maurice Béjart zu arbeiten.",Female,Germaine Acogny,https://en.wikipedia.org/wiki/Germaine_Acogny
en,de,20,20-1,"Marta Shpak (Марта Шпак) is a Ukrainian folk-pop singer, songwriter, actress and choreographer.","Marta Shpak (Марта Шпак) ist eine ukrainische Folk-Pop-Sängerin, Songwriterin, Schauspielerin und Choreografin.",Female,Marta Shpak,https://en.wikipedia.org/wiki/Marta_Shpak
en,de,20,20-2,Manager of Performing Arts.,Managerin für darstellende Künste.,Female,Marta Shpak,https://en.wikipedia.org/wiki/Marta_Shpak
en,de,20,20-3,"She writes her own songs, creates choreography for her performances and traveling around the world to represent Ukrainian culture.","Sie schreibt ihre eigenen Lieder, erstellt Choreografien für ihre Darbietungen und reist um die Welt, um die ukrainische Kultur zu repräsentieren.",Female,Marta Shpak,https://en.wikipedia.org/wiki/Marta_Shpak
en,de,20,20-4,"She has been named The Honoured Artist of Ukraine in 2009 by President of Ukraine, in recognition of her dedication as the main soloist of the State Ensemble of songs and dance of the Ministry of Internal Affairs of Ukraine.","Sie wurde 2009 vom Präsidenten der Ukraine zur Verdienten Künstlerin der Ukraine ernannt, in Anerkennung ihres Engagements als Hauptsolistin des Staatsensembles für Lieder und Tanz des Innenministeriums der Ukraine.",Female,Marta Shpak,https://en.wikipedia.org/wiki/Marta_Shpak
en,de,20,20-5,"Marta Shpak was born in Pereginske of the InIvano-Francivsk region in Boykivshchyna, Ukraine.","Marta Shpak wurde in Pereginske in der Region Iwano-Frankiswk in Boykivshchyna, Ukraine, geboren.",Female,Marta Shpak,https://en.wikipedia.org/wiki/Marta_Shpak
en,de,20,20-6,Music was her main interest and hobby during her childhood.,Die Musik war in ihrer Kindheit ihr Hauptinteresse und Hobby.,Female,Marta Shpak,https://en.wikipedia.org/wiki/Marta_Shpak
en,de,20,20-7,"She attended the children's school of arts, tours with the folk ensemble ""The Little Boyky"".","Sie besuchte die Kunstschule für Kinder, tourte mit dem Folk-Ensemble „The Little Boyky“.",Female,Marta Shpak,https://en.wikipedia.org/wiki/Marta_Shpak
en,de,20,20-8,"Her mother Nataliya Shpak, played an important part in giving her music lessons and provided inspiration.","Ihre Mutter Nataliya Shpak spielte eine wichtige Rolle, indem sie ihr Musikunterricht gab und für Inspiration sorgte.",Female,Marta Shpak,https://en.wikipedia.org/wiki/Marta_Shpak
en,de,20,20-9,"At the age of 5, Marta and her sister Ann, first started performing and winning competitions at All-Ukrainian and International folk festivals.",Im Alter von 5 Jahren traten Marta und ihre Schwester erstmals auf und gewannen Wettbewerbe bei ukrainischen und internationalen Folk-Festivals.,Female,Marta Shpak,https://en.wikipedia.org/wiki/Marta_Shpak
en,de,20,20-10,"In 1999 she entered to the State College of Arts in Chernivtsi, where she studied Choreography and began her career as a solo singer, collaborating with composer and teacher of vocals Oksana Kyrylyuk.","1999 ging sie an das State College of Arts in Czernowitz, wo sie Choreografie studierte und ihre Karriere als Solosängerin begann, für die sie mit der Komponistin und Gesangslehrerin Oksana Kyrylyuk zusammenarbeitete.",Female,Marta Shpak,https://en.wikipedia.org/wiki/Marta_Shpak
en,de,20,20-11,"Her first studio tracks ""Rainbow paradise"" and Bukovyna were written by Valeriy Syrotiuk (Ukrainian prist) and became very popular at that region of Ukraine.",Ihre ersten Studiotitel „Rainbow Paradise“ und Bukovyna wurden von Valeriy Syrotiuk (ukrainischer Prist) geschrieben und in der Region der Ukraine sehr beliebt.,Female,Marta Shpak,https://en.wikipedia.org/wiki/Marta_Shpak
en,de,21,21-1,"Sanjukta Panigrahi (24 August 1944 – 24 June 1997) was a dancer from India, who was the foremost exponent of Indian classical dance Odissi.","Sanjukta Panigrahi (24. August 1944–24. Juni 1997) war eine Tänzerin aus Indien, die die wichtigste Vertreterin des klassischen indischen Tanzes Odissi war.",Female,Sanjukta Panigrahi,https://en.wikipedia.org/wiki/Sanjukta_Panigrahi
en,de,21,21-2,Sanjukta was the first Odia woman to embrace this ancient classical dance at an early age and ensure its grand revival.,"Sanjukta war die erste Odia-Frau, die sich diesen altertümlichen klassischen Tanz in jungen Jahren aneignete und sein großes Revival sicherstellte.",Female,Sanjukta Panigrahi,https://en.wikipedia.org/wiki/Sanjukta_Panigrahi
en,de,21,21-3,"In recognition of her contribution to dancing and associated activities, she was honoured with one of India's highest civilian awards the, Padma Shri (1975).","In Anerkennung ihres Beitrags zum Tanz und damit verbundenen Aktivitäten wurde sie mit einer von Indiens höchsten zivilen Auszeichnungen geehrt, der Padma Shri (1975).",Female,Sanjukta Panigrahi,https://en.wikipedia.org/wiki/Sanjukta_Panigrahi
en,de,21,21-4,She is also recipient of the Sangeet Natak Akademi Award in 1976.,Sie erhielt außerdem im Jahr 1976 den Sangeet Natak Akademi Award.,Female,Sanjukta Panigrahi,https://en.wikipedia.org/wiki/Sanjukta_Panigrahi
en,de,21,21-5,"Apart from presenting Odissi performances in different parts of India, Sanjukta Panigrahi has been a part of Government's cultural delegation to different countries, including to the US and the Philippines (1969), United Kingdom (1983), Israel, Delphi International Festival in Greece (1989).","Neben der Vorführung von Odissi-Darbietungen in verschiedenen Teilen Indiens war Sanjukta Panigrahi Teil der in verschiedene Länder entsandten Kulturdelegation der Regierung, darunter in die USA und auf die Philippinen (1969), ins Vereinigte Königreich (1983), nach Israel, zum Delphi International Festival in Griechenland (1989).",Female,Sanjukta Panigrahi,https://en.wikipedia.org/wiki/Sanjukta_Panigrahi
en,de,21,21-6,"She has also performed in France for eleven weeks, and participated there in the International Music Festival at Paris.",Sie hatte auch über elf Wochen Aufführungen in Frankreich und nahm dort am Internationalen Musikfestival in Paris teil.,Female,Sanjukta Panigrahi,https://en.wikipedia.org/wiki/Sanjukta_Panigrahi
en,de,21,21-7,"Panigrahi was born in Berhampur, Ganjam District, Odisha state, to a traditional Brahmin family of Abhiram Mishra and Shakuntala Mishra.","Panigrahi wurde in Berhampur, Distrikt Ganjam, Bundesstaat Odisha in einer traditionellen Brahmanenfamilie als Kind von Abhiram Mishra und Shakuntala Mishra geboren.",Female,Sanjukta Panigrahi,https://en.wikipedia.org/wiki/Sanjukta_Panigrahi
en,de,21,21-8,"When she was a small child, she would start dancing intuitively to any rhythmic sound like the sound of chopping of vegetable or cutting of firewood.","Als kleines Kind begann sie, intuitiv zu jeder Art von rhythmischen Klängen wie dem Zerkleinern von Gemüse oder dem Hacken von Feuerholz zu tanzen.",Female,Sanjukta Panigrahi,https://en.wikipedia.org/wiki/Sanjukta_Panigrahi
en,de,21,21-9,"Her mother was from Baripada and belonged to a family, which had been patronising chhau folk dance for long.","Ihre Mutter stammte aus Baripada und gehörte zu einer Familie, die seit langer Zeit den Volkstanz Chhau gefördert hatte.",Female,Sanjukta Panigrahi,https://en.wikipedia.org/wiki/Sanjukta_Panigrahi
en,de,21,21-10,"She recognised the talent in her daughter, and encouraged her despite some initial resistance from Abhiram Misra, Sanjukta's father.","Sie erkannte das Talent ihrer Tochter und förderte sie trotz anfänglicher Widerstände von Abhiram Misra, Sanjuktas Vater.",Female,Sanjukta Panigrahi,https://en.wikipedia.org/wiki/Sanjukta_Panigrahi
en,de,22,22-1,Jorma Elo is a contemporary choreographer.,Jorma Elo ist ein zeitgenössischer Choreograf.,Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,22,22-2,"He was born 30 August 1961 in Helsinki, Finland.","Er wurde am 30. August 1961 in Helsinki, Finnland, geboren.",Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,22,22-3,"His father, Jaakko Elo, is a urological surgeon, mother Ruth Elo née Carlstedt, a dentist.","Sein Vater, Jaakko Elo, ist urologischer Chirurg, Mutter Ruth Elo, geborene Carlstedt, Zahnärztin.",Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,22,22-4,Jorma Elo's partner since 1994 is Nancy Euverink who has also been assistant to Elo.,"Jorma Elos Partnerin ist seit 1994 Nancy Euverink, die auch als Assistentin von Elo tätig war.",Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,22,22-5,"As a schoolboy, Elo wanted to be an ice hockey player, despite this he began studying modern and jazz dance at 12.","Als Schuljunge wollte Elo Eishockeyspieler werden, dennoch begann er mit 12, modernen und Jazztanz zu lernen.",Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,22,22-6,At the age of 13 he was enrolled in Finnish National Ballet School for classical training.,Im Alter von 13 Jahren wurde er für eine klassische Ausbildung an der Finnish National Ballet School angemeldet.,Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,22,22-7,"Later, 1979–80, he studied in the Kirov Ballet School (Vaganova Academy), which under the Soviet era was the name of the Maryinsky Ballet School in St. Petersburg.","Später, 1979–80, studierte er an der Kirow-Ballettschule (Waganowa-Akademie), wie die Mariinski-Ballettschule in St. Petersburg in der Sowjetzeit hieß.",Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,22,22-8,"Elo was signed by the Finnish National Ballet at 16, and acquired experience not only of stage, but also of opera and ballet production processes.","Elo wurde mit 16 vom Finnischen Nationalballett unter Vertrag genommen und sammelte nicht nur auf der Bühne Erfahrung, sondern auch in den Abläufen der Opern- und Ballettproduktion.",Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,22,22-9,He danced with the Finnish National Ballet from 1978 to 1984.,Er tanzte von 1978 bis 1984 mit dem Finnischen Nationalballett.,Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,22,22-10,In 1983 he also completed his compulsory military service.,1983 absolvierte er seinen obligatorischen Militärdienst.,Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,22,22-11,In 1980 he attended Varna International Ballet Competition and 1984 he was a finalist in Helsinki International Ballet Competition.,1980 nahm er am International Ballet Competition in Varna teil und 1984 war er Finalist der International Ballet Competition in Helsinki.,Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,22,22-12,Elo joined the Swedish Cullberg Ballet 1984 for six years.,Elo schloss sich 1984 für sechs Jahre dem schwedischen Cullberg Ballet an.,Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,22,22-13,"The modernist Cullberg Ballet led by choreographer Mats Ek was part of Riksteatern, the Swedish State Theater Organisation.","Das modernistische Cullberg Ballet unter der Leitung von Choreograf Mats Ek war Teil von Riksteatern, der staatlichen Theaterorganisation Schwedens.",Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,22,22-14,It toured mostly in Sweden and the Nordic Countries.,Sie tourte überwiegend in Schweden und den nordischen Ländern.,Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,22,22-15,"In 1990, Elo joined Netherlands Dance Theatre where he worked with choreographers such as Jiri Kylian, Hans van Manen, Ohad Naharin, and William Forsythe.","1990 schloss sich Elo dem Nederlands Dans Theater an, wo er mit Choreografen wie Jiri Kylian, Hans van Manen, Ohad Naharin und William Forsythe arbeitete.",Male,Jorma Elo,https://en.wikipedia.org/wiki/Jorma_Elo
en,de,23,23-1,Giovanni Bucchieri spent his youth at Pizzeria Romana in Linköping.,Giovanni Bucchieri verbrachte seine Jugend in der Pizzeria Romana in Linköping.,Male,Giovanni Bucchieri,https://en.wikipedia.org/wiki/Giovanni_Bucchieri
en,de,23,23-2,"He established himself early as a prolific dancer, specialised in breakdance and in Street dance.","Er etablierte sich früh als erfolgreicher Tänzer, spezialisiert auf Breakdance und Streetdance.",Male,Giovanni Bucchieri,https://en.wikipedia.org/wiki/Giovanni_Bucchieri
en,de,23,23-3,At the age of 15 he moved to Stockholm.,Im Alter von 15 Jahren zog er nach Stockholm.,Male,Giovanni Bucchieri,https://en.wikipedia.org/wiki/Giovanni_Bucchieri
en,de,23,23-4,Together with his longtime companion Aleksander Maksic he traveled to New York at the age of 16.,Zusammen mit seinem langjährigen Freund Aleksander Maksic reiste er im Alter von 16 Jahren nach New York.,Male,Giovanni Bucchieri,https://en.wikipedia.org/wiki/Giovanni_Bucchieri
en,de,23,23-5,There they eagerly took part in the frantic club life of New York.,Dort nahmen sie begeistert am wilden Klubleben New Yorks teil.,Male,Giovanni Bucchieri,https://en.wikipedia.org/wiki/Giovanni_Bucchieri
en,de,23,23-6,"It was here that Bucchieri's love for Vogue was discovered, at various ballroom dances.",Hier wurde bei zahlreichen Gesellschaftstänzen Bucchieris Liebe zur Mode entdeckt.,Male,Giovanni Bucchieri,https://en.wikipedia.org/wiki/Giovanni_Bucchieri
en,de,23,23-7,Bucchieri is educated at the Ballet Academy of the Opera of Stockholm and at the Royal Dramatic Theatre ́s acting school.,Bucchieri wurde an der Ballettakademie der Oper von Stockholm sowie an der Schauspielschule des Königlichen Dramatischen Theaters ausgebildet.,Male,Giovanni Bucchieri,https://en.wikipedia.org/wiki/Giovanni_Bucchieri
en,de,23,23-8,"He has been a dancer at the royal Swedish Ballet and in the Cullberg Ballet, where he danced the Prince in Mats Ek's Sleeping beauty and Romeo in Birgit Cullberg's Romeo and Juliet.","Er war Tänzer im Royal Swedish Ballet sowie im Cullberg Ballet, wo er in Dornröschen von Mats Ek den Prinzen und in Romeo und Julia von Birgit Cullberg den Romeo tanzte.",Male,Giovanni Bucchieri,https://en.wikipedia.org/wiki/Giovanni_Bucchieri
en,de,23,23-9,He has been a dancer and actor in the acclaimed choreograph Pontus Lidberg’s movies the Rain (2008) and the Labyrinth Within (2011) together with New York city ballet’s star Wendy Whelan.,"Er war zusammen mit Wendy Whelan, Star des New York City Ballet, Tänzer und Schauspieler in den Filmen The Rain (2008) und Labyrinth Within (2011) des gefeierten Choreografen Pontus Lidberg.",Male,Giovanni Bucchieri,https://en.wikipedia.org/wiki/Giovanni_Bucchieri
en,de,23,23-10,In 2010 Bucchieri choreographed his first dance work for Stockholm 59 degree North 1 ballet Cantus: In memory of the dancing queen.,2010 choreografierte Bucchieri sein erstes Tanzwerk Cantus: Im Memory of the Dancing Queen für das Ballett Stockholm 59 degree North 1.,Male,Giovanni Bucchieri,https://en.wikipedia.org/wiki/Giovanni_Bucchieri
en,de,24,24-1,Mark Philip Baldwin OBE is a contemporary dance choreographer.,Mark Philip Baldwin OBE ist ein zeitgenössischer Tanzchoreograf.,Male,Mark Philip Baldwin,https://en.wikipedia.org/wiki/Mark_Baldwin_(choreographer)
en,de,24,24-2,He was born in Fiji and raised and educated in New Zealand.,Er wurde in Fidschi geboren und in Neuseeland aufgezogen und ausgebildet.,Male,Mark Philip Baldwin,https://en.wikipedia.org/wiki/Mark_Baldwin_(choreographer)
en,de,24,24-3,He was the Artistic Director of Rambert dance company from 2002-2018.,Er war von 2002–2018 der künstlerische Leiter der Rambert Dance Company.,Male,Mark Philip Baldwin,https://en.wikipedia.org/wiki/Mark_Baldwin_(choreographer)
en,de,24,24-4,Baldwin has danced with Royal New Zealand Ballet and Rambert.,Baldwin hat mit dem Royal New Zealand Ballet und Rambert getanzt.,Male,Mark Philip Baldwin,https://en.wikipedia.org/wiki/Mark_Baldwin_(choreographer)
en,de,24,24-5,"He was Resident Choreographer at Sadler's Wells, London, where he established the Mark Baldwin Dance Company (1993–2001).","Er war Hauschoreograf bei Sadler‘s Wells, London, wo er die Mark Baldwin Dance Company (1993–2001) gründete.",Male,Mark Philip Baldwin,https://en.wikipedia.org/wiki/Mark_Baldwin_(choreographer)
en,de,24,24-6,"He created over 40 works for his new company and other major dance companies including: The Royal Ballet, Royal New Zealand Ballet, Berlin State Opera House, Phoenix Dance Theatre, Scottish Ballet, London City Ballet and Rambert Dance Company.","Er schuf über 40 Werke für sein neues Ensemble und andere große Tanzensembles wie z. B.: The Royal Ballet, Royal New Zealand Ballet, Staatsoper Berlin, Phoenix Dance Theatre, Scottish Ballet, London City Ballet und Rambert Dance Company.",Male,Mark Philip Baldwin,https://en.wikipedia.org/wiki/Mark_Baldwin_(choreographer)
en,de,24,24-7,He was Resident Choreographer for Scottish Ballet in 1996.,Er war 1996 Hauschoreograf für das Scottish Ballet.,Male,Mark Philip Baldwin,https://en.wikipedia.org/wiki/Mark_Baldwin_(choreographer)
en,de,24,24-8,"In December 2002, Baldwin returned to Rambert as Artistic Director and since then the company has won several awards including the Laurence Olivier Award for Outstanding Achievement in Dance in 2010 in recognition of the previous years' repertoire, and in 2011, the Critics' Circle National Dance Award 2010 for Outstanding Company.","Im Dezember 2002 kehrte Baldwin als künstlerischer Leiter zu Rambert zurück, und seitdem hat das Ensemble zahlreiche Preise gewonnen, darunter 2010 den Lawrence Olivier Award für Herausragende Leistung im Bereich Tanz als Anerkennung für das Repertoire der vergangenen Jahre sowie 2011 den Critics’ Circle National Dance Award 2010 für Herausragendes Ensemble.",Male,Mark Philip Baldwin,https://en.wikipedia.org/wiki/Mark_Baldwin_(choreographer)
en,de,24,24-9,Baldwin's first work for Rambert as Artistic Director was Constant Speed in 2005.,Baldwins erstes Werk als künstlerischer Leiter von Rambert war Constant Speed im Jahr 2005.,Male,Mark Philip Baldwin,https://en.wikipedia.org/wiki/Mark_Baldwin_(choreographer)
en,de,24,24-10,Since then he has created Eternal Light and The Comedy of Change.,Seitdem hat er Eternal Light und The Comedy of Change hervorgebracht.,Male,Mark Philip Baldwin,https://en.wikipedia.org/wiki/Mark_Baldwin_(choreographer)
en,de,24,24-11,"In 2006 he choreographed The Wedding for the Royal New Zealand Ballet, and collaborated with Amanda Eyles to restage Andrée Howard's 1939 work ""Lady into Fox"".","2006 choreografierte er The Wedding für das Royal New Zealand Ballet und arbeitete mit Amanda Eyles zusammen, um Andrée Howards Werk „Lady into Fox“ von 1939 neu zu inszenieren.",Male,Mark Philip Baldwin,https://en.wikipedia.org/wiki/Mark_Baldwin_(choreographer)
en,de,25,25-1,"Alberto ""Beto"" Pérez, (born 15 March 1970), is a Colombian dancer, choreographer, businessman, and Zumba instructor.","Alberto „Beto“ Pérez (geboren am 15. März 1970) ist ein kolumbianischer Tänzer, Choreograf, Geschäftsmann und Zumba-Lehrer.",Male,Beto Peréz,https://en.wikipedia.org/wiki/Beto_P%C3%A9rez
en,de,25,25-2,"He created the exercise fitness program Zumba in the late 1990s which involves dance and aerobic exercise elements with accompanying music, specifically Latin, and associated martial arts moves, squats, lunges, and other aerobic techniques.","Er gestaltete Ende der 1990er das Fitnessprogramm Zumba, das Trainingselemente aus Tanz und Aerobic mit begleitender Music, insbesondere lateinamerikanischer, sowie zugehörige Martial-Arts-Bewegungen, Kniebeugen, Ausfallschritte und andere Aerobic-Techniken beinhaltet.",Male,Beto Peréz,https://en.wikipedia.org/wiki/Beto_P%C3%A9rez
en,de,25,25-3,"Pérez was raised in Cali, Colombia by a single mother and was working three jobs by age 14 to support his family.","Pérez wurde in Cali, Kolumbien, von einer alleinerziehenden Mutter großgezogen und hatte mit 14 drei Jobs, um seine Familie zu unterstützen.",Male,Beto Peréz,https://en.wikipedia.org/wiki/Beto_P%C3%A9rez
en,de,25,25-4,"His passion was dancing, but he could not afford dance lessons.","Seine Leidenschaft war das Tanzen, doch Tanzunterricht konnte er sich nicht leisten.",Male,Beto Peréz,https://en.wikipedia.org/wiki/Beto_P%C3%A9rez
en,de,25,25-5,"After he won a national lambada contest in Colombia, he was accepted to one of Cali's best academies to study dance while he taught step aerobics in return.","Nachdem er einen nationalen Lambada-Wettbewerb in Kolumbien gewonnen hatte, wurde er an einer der besten Akademien in Cali aufgenommen, um Tanz zu studieren, während er als Gegenleistung Step Aerobic unterrichtete.",Male,Beto Peréz,https://en.wikipedia.org/wiki/Beto_P%C3%A9rez
en,de,25,25-6,"In 1999, Pérez moved to Miami, Florida ""in search of the American Dream"".","1999 zog Pérez „auf der Suche nach dem amerikanischen Traum“ nach Miami, Florida.",Male,Beto Peréz,https://en.wikipedia.org/wiki/Beto_P%C3%A9rez
en,de,25,25-7,"Besides teaching aerobics classes, he tried to promote his fitness and dance routines with music at numerous venues.","Während er nebenbei Aerobic-Kurse gab, versuchte er an zahlreichen Veranstaltungsorten, seine Fitness- und Tanzprogramme mit Musik zu vermarkten.",Male,Beto Peréz,https://en.wikipedia.org/wiki/Beto_P%C3%A9rez
en,de,25,25-8,"In 2001, Beto asked Williams Island fitness director (Brenda Anderson) to take a chance on promoting his dance routines in a class at the center.","2001 bat Beto die Fitnessleiterin von Williams Island (Brenda Anderson), ein Risiko einzugehen und seine Tanzprogramme in einem Kurs im Zentrum zu vermarkten.",Male,Beto Peréz,https://en.wikipedia.org/wiki/Beto_P%C3%A9rez
en,de,25,25-9,"In 2003 after his first infomercial and with financial and technical assistance from Alberto Perlman and Alberto Aghion,workshops resulted that were based on Zumba routines.","Nach seinem ersten Infomercial und mit der finanziellen und technischen Unterstützung von Alberto Perlman und Alberto Aghion entstanden daraus im Jahr 2003 Workshops, die auf Zumba-Programmen basierten.",Male,Beto Peréz,https://en.wikipedia.org/wiki/Beto_P%C3%A9rez
en,de,25,25-10,"His routines, initially distributed as DVDs, gained momentum that resulted in an international following.","Seine Programme, ursprünglich als DVDs vertrieben, entwickelten eine Eigendynamik, die zu einer internationalen Anhängerschaft führten.",Male,Beto Peréz,https://en.wikipedia.org/wiki/Beto_P%C3%A9rez
en,de,26,26-1,"Lin Hwai-min (Chinese: 林懷民; pinyin: Lín Huáimín; Pe̍h-ōe-jī: Lîm Hôai-bîn; born 19 February 1947) is a Taiwanese dancer, writer, choreographer, and founder of Cloud Gate Dance Theater of Taiwan.","Lin Hwai-min (Chinesisch: 林懷民; Pinyin: Lín Huáimín; Pe̍h-ōe-jī: Lîm Hôai-bîn; geboren am 19. Februar 1947) ist ein taiwanesischer Tänzer, Autor, Choreograf sowie Gründer des Cloud Gate Dance Theater in Taiwan.",Male,Lin Hwai-min,https://en.wikipedia.org/wiki/Lin_Hwai-min
en,de,26,26-2,"Lin was born in Xingang, Chiayi.","Lin wurde in Xingang, Chiayi, geboren.",Male,Lin Hwai-min,https://en.wikipedia.org/wiki/Lin_Hwai-min
en,de,26,26-3,He came from an intellectual family.,Er stammte aus einer intellektuellen Familie.,Male,Lin Hwai-min,https://en.wikipedia.org/wiki/Lin_Hwai-min
