sourceLanguage,targetLanguage,documentID,stringID,sourceText,translatedText,perceivedGender,entityName,sourceURL
en,es,32,32-11,"Recognizing that liver cancer is the most prevalent and economically disastrous cancer in Mongolia, Sergelen led the development of low-cost liver transplants in Mongolia.","Como reconoce que el cáncer de hígado es el cáncer más predominante y económicamente desastroso en Mongolia, encabezó el desarrollo de trasplantes de hígado a bajo costo en Mongolia.",Female,Sergelen Orgoi,https://en.wikipedia.org/wiki/Sergelen_Orgoi
en,es,33,33-1,"Mamitu Gashe is an Ethiopian surgeon who is a specialist in repairing obstetric fistula, and was named by the BBC in its 100 Women list of 2018.","Mamitu Gashe es una cirujana etíope especialista en la reparación de fístulas obstétricas, fue incluida por la BBC en su lista de las 100 Mujeres más influyentes de 2018.",Female,Mamitu Gashe,https://en.wikipedia.org/wiki/Mamitu_Gashe
en,es,33,33-2,She had decided to become an obstetrics surgeon after almost dying during childbirth at the age of 16 in 1962.,"Decidió convertirse en cirujana obstétrica después de casi morir durante un parto en 1962, a la edad de 16 años.",Female,Mamitu Gashe,https://en.wikipedia.org/wiki/Mamitu_Gashe
en,es,33,33-3,"Suffering from obstetric fistula, Gashe was brought to the Princess Tsehai Hospital that offered free surgery for the condition.",Fue llevada al Hospital Princess Tsehai sufriendo de una fístula obstétrica porque ofrecía cirugías gratuitas para esa condición.,Female,Mamitu Gashe,https://en.wikipedia.org/wiki/Mamitu_Gashe
en,es,33,33-4,"After receiving surgery, Gashe helped out by making beds and assisting Australian surgeon Catherine Hamlin and New Zealand surgeon Reginald Hamlin.","Después de la intervención quirúrgica, ayudaba en el hospital arreglando las camas y asistiendo a la cirujana australiana Catherine Hamlin y al cirujano neozelandés Reginald Hamlin.",Female,Mamitu Gashe,https://en.wikipedia.org/wiki/Mamitu_Gashe
en,es,33,33-5,"She joined the Addis Ababa Fistula Hospital, founded by the Hamlins in 1974; initially, Gashe would hand Hamlin the requested medical implements.","Se incorporó al Hospital de Fístulas de Adís Abeba, fundado por los Hamlin en 1974; inicialmente, Gashe le entregaba a Hamlin los implementos médicos que le solicitaba.",Female,Mamitu Gashe,https://en.wikipedia.org/wiki/Mamitu_Gashe
en,es,33,33-6,After a couple of years she started suturing and then moved on to undertake surgery.,"Después de un par de años empezó a suturar, y luego pasó a realizar cirugías.",Female,Mamitu Gashe,https://en.wikipedia.org/wiki/Mamitu_Gashe
en,es,33,33-7,"Hamlin trained her in how to repair fistulas, and she is now regarded as one of the institution's leading fistula surgeons, often training new post-graduate doctors.","Hamlin la capacitó en cómo reparar fístulas y ahora se la considera una de las principales cirujanas de fístulas de la institución, y a menudo capacita a nuevos médicos de posgrado.",Female,Mamitu Gashe,https://en.wikipedia.org/wiki/Mamitu_Gashe
en,es,33,33-8,"The work of Reginald and Catherine Hamlin, and Mamitu Gashe, was recognised by the Royal College of Surgeons of England (RCS) with the award of its Gold Medal.",El trabajo de Reginald y Catherine Hamlin y Mamitu Gashe fue reconocido por el Colegio Real de Cirujanos de Inglaterra (RCS) por lo que les otorgaron la medalla de oro.,Female,Mamitu Gashe,https://en.wikipedia.org/wiki/Mamitu_Gashe
en,es,33,33-9,The Addis Ababa Fistula Hospital often uses medical staff without formal qualifications.,El Hospital de Fistulas de Adís Abeba a menudo utiliza personal médico sin titulación formal.,Female,Mamitu Gashe,https://en.wikipedia.org/wiki/Mamitu_Gashe
en,es,33,33-10,"In 2007, the President of the RCS called Gashe ""the forerunner of the non-medically qualified practitioner.""","En 2007, el presidente del RCS denominó a Gashe “La precursosa de los practicantes sin titulación médica”.",Female,Mamitu Gashe,https://en.wikipedia.org/wiki/Mamitu_Gashe
en,es,34,34-1,Dilek Gürsoy (born 1976) is a Turkish-German heart surgeon.,Dilek Gürsoy (nacida en 1976) es una cirujana turco-alemana.,Female,Dilek Gürsoy,https://en.wikipedia.org/wiki/Dilek_G%C3%BCrsoy
en,es,34,34-2,"In 2012, she became the first female surgeon in Europe to implant an artificial heart.",En 2012 se convirtió en la única mujer cirujana de Europa en implantar un corazón artificial.,Female,Dilek Gürsoy,https://en.wikipedia.org/wiki/Dilek_G%C3%BCrsoy
en,es,34,34-3,"Dilek Gürsoy was born in Neuss in 1976 to parents, who emigrated in 1969 from Fatsa, Ordu in Turkey to work in Germany as Gastarbeiter.","Nació en Neuss en 1976 de padres que emigraron en 1969 desde Fatsa, Ordu en Turquía para trabajar en Alemania como trabajadores inmigrantes.",Female,Dilek Gürsoy,https://en.wikipedia.org/wiki/Dilek_G%C3%BCrsoy
en,es,34,34-4,She has two brothers.,Tienes dos hermanos.,Female,Dilek Gürsoy,https://en.wikipedia.org/wiki/Dilek_G%C3%BCrsoy
en,es,34,34-5,Her father died from sudden cardiac death as she was ten years old.,"Cuando tenía 10 años, su padre falleció de muerte cardiaca repentina.",Female,Dilek Gürsoy,https://en.wikipedia.org/wiki/Dilek_G%C3%BCrsoy
en,es,34,34-6,Her mother Zeynep was an assembly-line worker at Pierburg plant.,"Su madre, Zeynep, trabajaba en una línea de montaje en la planta de Pierburg.",Female,Dilek Gürsoy,https://en.wikipedia.org/wiki/Dilek_G%C3%BCrsoy
en,es,34,34-7,"Dilek was raised by her mother, who had learnt reading and writing by herself because she was not allowed to go to school in her childhood in Turkey.","Fue criada por su madre, la cual había aprendido a leer y a escribir por sí misma porque no se le permitía ir a la escuela en su niñez en Turquía.",Female,Dilek Gürsoy,https://en.wikipedia.org/wiki/Dilek_G%C3%BCrsoy
en,es,34,34-8,"During her preschool time in the kindergarten, she learned the German language, and met a German couple, who served as a guide in the German world and her hometown's society.",Durante su período escolar en el jardín de niños aprendió alemán y conoció a una pareja que le sirvió de guía en el mundo alemán y en la sociedad de su pueblo de residencia.,Female,Dilek Gürsoy,https://en.wikipedia.org/wiki/Dilek_G%C3%BCrsoy
en,es,34,34-9,"She was schooled in Martin-Luther-Grundschule for primary i, and then completed the high school at Quirinus-Gymnasium in Neuss.","Estudió en la Martin-Luther-Grundschule la escuela primaria i, y completó la escuela secundaria en la Quirinus-Gymnasium en Neuss.",Female,Dilek Gürsoy,https://en.wikipedia.org/wiki/Dilek_G%C3%BCrsoy
en,es,34,34-10,"She was the first in her family to go to university, where she focused on cardiovascular surgery.","Fue la primer miembro de su familia en ir a la universidad, en la que se especializó en cirugía cardiovascular.",Female,Dilek Gürsoy,https://en.wikipedia.org/wiki/Dilek_G%C3%BCrsoy
en,es,34,34-11,Her future professional career has been always surgery since her childhood.,"Desde su niñez, su futura carrera profesional siempre sería la cirugía.",Female,Dilek Gürsoy,https://en.wikipedia.org/wiki/Dilek_G%C3%BCrsoy
en,es,34,34-12,"After graduation from University of Düsseldorf, she worked as assistant physician, specialist and assistant medical director.","Después de graduarse de la Universidad de Düsseldorf, trabajó como médica asistente, especialista y directora médica asistente.",Female,Dilek Gürsoy,https://en.wikipedia.org/wiki/Dilek_G%C3%BCrsoy
en,es,34,34-13,"In addition, she has worked with Reiner Körfer \[de] in Bad Oeynhausen, Essen and Duisburg to develop a new type of artificial heart without wires and external power sources.","Además, ha trabajado junto a Reiner Körfer \[de] en Bad Oeynhausen, Essen y Duisburg para crear un nuevo tipo de corazón sin cables y sin fuentes de alimentación externas.",Female,Dilek Gürsoy,https://en.wikipedia.org/wiki/Dilek_G%C3%BCrsoy
en,es,34,34-14,"In 2017, she worked in Bremen.",En 2017 trabajó en Bremen.,Female,Dilek Gürsoy,https://en.wikipedia.org/wiki/Dilek_G%C3%BCrsoy
en,es,35,35-1,"Margaret Williamson Menzies Campbell FDS FRCSE (née Shirlaw; 21 July 1893 – 1990) was a Scottish surgeon and general practitioner, who is known for her work as an historian of women's medical education and practice and dentistry.","Margaret Williamson Menzies Campbell FDS FRCSE (de soltera, Shirlaw; 21 de julio de 1893 – 1990) fue una cirujana y médica general escocesa, conocida por su trabajo como historiadora de la educación y la práctica médica y dental de la mujer.",Female,Margaret Menzies Campbell,https://en.wikipedia.org/wiki/Margaret_Menzies_Campbell
en,es,35,35-2,"Menzies Campbell was born in Carfin, North Lanarkshire on 21 July 1893 to Agnes and John Shirlaw.","Nació en Carfin, North Lanarkshire el 21 de julio de 1893, hija de Agnes y John Shirlaw.",Female,Margaret Menzies Campbell,https://en.wikipedia.org/wiki/Margaret_Menzies_Campbell
en,es,35,35-3,"Her mother was the older sister of Dr Marion Gilchrist and named her daughter Margaret after their mother, Margaret Gilchrist, née Williamson.","Su madre era la hermana mayor de la Dra. Marion Gilchrist y designo a su hija Margaret en honor a su madre, Margaret Gilchrist, de soltera Williamson.",Female,Margaret Menzies Campbell,https://en.wikipedia.org/wiki/Margaret_Menzies_Campbell
en,es,35,35-4,"On her birth record, her father is listed as the manager of Carfin Farm, however, by the 1911 census, the family had moved to Darlington, County Durham.","En su acta de nacimiento, su padre aparece como administrador de Carfin Farm, no obstante, en el censo de 1911, la familia ya se había mudado a Darlington, en el condado Durham.",Female,Margaret Menzies Campbell,https://en.wikipedia.org/wiki/Margaret_Menzies_Campbell
en,es,35,35-5,"She attended University College Dundee and then University of St Andrews School of Medicine, graduating with an MB ChB in 1918.",Asistió a la University College Dundee y luego a la Facultad de Medicina de la Universidad St Andrews donde obtuvo la Licenciatura en Medicina y Cirugía en 1918.,Female,Margaret Menzies Campbell,https://en.wikipedia.org/wiki/Margaret_Menzies_Campbell
en,es,35,35-6,"During her time at St Andrews, in 1915, she founded the Bute Medical Society, with the support of six other students and was the Society's first president.","Durante su estancia en St. Andrews fundó la Sociedad Médica Bute en 1915, con el apoyo de otros seis estudiantes y fue la primera presidenta de la Sociedad.",Female,Margaret Menzies Campbell,https://en.wikipedia.org/wiki/Margaret_Menzies_Campbell
en,es,35,35-7,"A month after her graduation, she was appointed as a house surgeon at Doncaster Royal Infirmary in August 1918.","Un mes después de graduarse, fue nombrada médica adjunta en la Enfermería Real Doncaster en agosto de 1918.",Female,Margaret Menzies Campbell,https://en.wikipedia.org/wiki/Margaret_Menzies_Campbell
en,es,35,35-8,She was the first woman to hold this post at the institution.,Fue la primera mujer que ocupó ese puesto en la institución.,Female,Margaret Menzies Campbell,https://en.wikipedia.org/wiki/Margaret_Menzies_Campbell
en,es,35,35-9,"One of her cases made the newspapers, showcasing the pressure the medical profession was under at the time, when a young woman, Elizabeth Pawson, died suddenly ""whilst under an anaesthetic, during an operation for appendicitis"".","Uno de sus casos se publicó en los periódicos, mostrando la presión a la que en esos momentos estaba sometida la profesión médica, cuando una joven llamada Elizabeth Pawson murió repentinamente “bajo los efectos de la anestesia durante una operación de apendicitis”.",Female,Margaret Menzies Campbell,https://en.wikipedia.org/wiki/Margaret_Menzies_Campbell
en,es,35,35-10,"Shirlaw had operated alone, except for a nurse - Sister Florence Milnes - who had administered the anaesthetic.","Shirlaw había operado sola, salvo con una enfermera, la hermana Florence Milnes, quien le había administrado la anestesia.",Female,Margaret Menzies Campbell,https://en.wikipedia.org/wiki/Margaret_Menzies_Campbell
en,es,36,36-1,"Morio Kasai (September 29, 1922 – December 8, 2008) was a Japanese surgeon who had a strong interest in pediatric surgery.",Morio Kasai (29 de septiembre de 1922 - 8 de diciembre de 2008) fue un cirujano japonés que tuvo un gran interés por la cirugía pediátrica.,Male,Morio Kasai,https://en.wikipedia.org/wiki/Morio_Kasai
en,es,36,36-2,"While Kasai went into practice at a time when pediatric surgery was not an established subspecialty, much of his clinical and research work was related to the surgical care of children.","Aunque Kasai comenzó a ejercer en un período en el que la cirugía pediátrica no era una subespecialidad establecida, gran parte de su trabajo clínico y de investigación se relacionaba con la atención quirúrgica de los niños.",Male,Morio Kasai,https://en.wikipedia.org/wiki/Morio_Kasai
en,es,36,36-3,"He is best known for devising a surgical procedure, the hepatoportoenterostomy, to address a life-threatening birth defect known as biliary atresia.","Es más conocido por haber ideado el procedimiento quirúrgico, la hepatoportoenterostomía, para tratar un problema congénito potencialmente mortal conocido como “atresia biliar”.",Male,Morio Kasai,https://en.wikipedia.org/wiki/Morio_Kasai
en,es,36,36-4,The modern form of the operation is still known as the Kasai procedure.,La forma moderna de la operación todavía se conoce como el procedimiento Kasai.,Male,Morio Kasai,https://en.wikipedia.org/wiki/Morio_Kasai
en,es,36,36-5,"A graduate of the medical school at Tohoku University, Kasai remained there for most of his medical career, chairing the university's 2nd Department of Surgery and serving on the school's Board of Councilors.","Después de graduarse de la Facultad de Medicina de la Universidad Tohoku, permaneció allí durante la mayor parte de su carrera médica presidiendo el 2do departamento de cirugía y sirviendo en la Junta de Consejeros de la Facultad.",Male,Morio Kasai,https://en.wikipedia.org/wiki/Morio_Kasai
en,es,36,36-6,"Though best known for the procedure that came to bear his name, Kasai also studied peritonitis in infants and children, and he made contributions to the understanding of esophageal cancer, pediatric liver cancer and a colon abnormality known as Hirschsprung's disease.","Aunque se le conoce más por el procedimiento que lleva su nombre, también estudió la peritonitis en bebés y en niños, y contribuyó a la comprensión del cáncer de esófago, del cáncer hígado pediátrico y una anomalía de colon conocida como la enfermedad de Hirschsprung.",Male,Morio Kasai,https://en.wikipedia.org/wiki/Morio_Kasai
en,es,36,36-7,"Kasai practiced from the 1940s until 1993, spending the last few years of his career leading a hospital in Tohoku.",Ejerció su profesión desde los años 40 hasta 1993 y posteriormente pasó los últimos años de su carrera dirigiendo un hospital en Tohoku.,Male,Morio Kasai,https://en.wikipedia.org/wiki/Morio_Kasai
en,es,36,36-8,He suffered a debilitating stroke in 1999 and died in 2008.,Sufrió un derrame cerebral en 1999 y murió en 2008.,Male,Morio Kasai,https://en.wikipedia.org/wiki/Morio_Kasai
en,es,36,36-9,"Kasai was born in Aomori Prefecture, located in the northernmost portion of the Japanese mainland.","Nació en la prefectura de Aomori, situada en la parte más septentrional de la porción continental de Japón.",Male,Morio Kasai,https://en.wikipedia.org/wiki/Morio_Kasai
en,es,36,36-10,"By junior high school, he lived in Hokkaido.",Mientras estudiaba en la escuela secundaria vivió en Hokkaido.,Male,Morio Kasai,https://en.wikipedia.org/wiki/Morio_Kasai
en,es,36,36-11,He graduated from high school in Sendai and attended medical school there at Tohoku University.,Se graduó de la escuela secundaria en Sendai y asistió a la Facultad de Medicina allí en la Universidad de Tohoku.,Male,Morio Kasai,https://en.wikipedia.org/wiki/Morio_Kasai
en,es,36,36-12,"After training as a general surgeon, Kasai joined the Tohoku University faculty in the early 1950s.","Después de su preparación como cirujano general, se unió a la Facultad de la Universidad de Tohoku a principio de los años 50.",Male,Morio Kasai,https://en.wikipedia.org/wiki/Morio_Kasai
en,es,37,37-1,"René Gerónimo Favaloro (July 12, 1923 – July 29, 2000) was an Argentine cardiac surgeon and educator best known for his pioneering work on coronary artery bypass surgery using the great saphenous vein.","René Gerónimo Favaloro (12 de julio de 1923 – 29 de julio de 2000) fue un cirujano cardiaco y educador argentino, mejor conocido por su labor pionera en la cirugía de bypass coronario utilizando la gran vena safena.",Male,René Favaloro,https://en.wikipedia.org/wiki/Ren%C3%A9_Favaloro
en,es,37,37-2,Favaloro was born in 1923 and raised in La Plata; his grandparents were Sicilians.,Nació en 1923 y se crio en La Plata; sus abuelos eran sicilianos.,Male,René Favaloro,https://en.wikipedia.org/wiki/Ren%C3%A9_Favaloro
en,es,37,37-3,"At an early age, he developed a love for football, favoring Gimnasia y Esgrima La Plata, a popular club in the city.","A temprana edad, desarrolló amor por el fútbol, favoreciendo al Gimnasia y Esgrima La Plata, un club popular de la ciudad.",Male,René Favaloro,https://en.wikipedia.org/wiki/Ren%C3%A9_Favaloro
en,es,37,37-4,"In 1936, Favaloro was admitted into the Colegio Nacional de La Plata.",En 1936 fue admitido en el Colegio Nacional de La Plata.,Male,René Favaloro,https://en.wikipedia.org/wiki/Ren%C3%A9_Favaloro
en,es,37,37-5,"After graduating from high school, he was admitted to the School of Medicine at the National University of La Plata.","Después de graduarse de la escuela secundaria, fue admitido en la Facultad de Medicina de la Universidad Nacional de La Plata.",Male,René Favaloro,https://en.wikipedia.org/wiki/Ren%C3%A9_Favaloro
en,es,37,37-6,"During his third year, he began his medical residency at the Hospital Policlínico San Martín, a medical center that received the most complicated cases from much of Buenos Aires province.","Durante el tercer año, comenzó a su programa de residencia médica en el Hospital Policlínico San Martín, un centro médico que recibía los casos más complicados de gran parte de la provincia de Buenos Aires.",Male,René Favaloro,https://en.wikipedia.org/wiki/Ren%C3%A9_Favaloro
en,es,37,37-7,This residency brought him into contact with patients for the first time.,Esa residencia fue la que lo puso en contacto con los pacientes por primera vez.,Male,René Favaloro,https://en.wikipedia.org/wiki/Ren%C3%A9_Favaloro
en,es,37,37-8,"He attended procedures carried out by professors José María Mainetti and Federico E. B. Christmann, from whom he learned the simplicity and standardization that he would later apply to cardiovascular surgery, one of his many great contributions to cardiovascular operating techniques.","Asistió a los procedimientos realizados por los profesores José María Mainetti y Federico E. B. Chistmann, de quienes aprendió la simplicidad y la estandarización que, posteriormente, aplicaría a la cirugía cardiovascular, uno de sus muchos grandes aportes a las técnicas de la cirugía cardiovascular.",Male,René Favaloro,https://en.wikipedia.org/wiki/Ren%C3%A9_Favaloro
en,es,37,37-9,Favaloro graduated with a medical degree in 1949.,Se graduó con un título de médico en 1949.,Male,René Favaloro,https://en.wikipedia.org/wiki/Ren%C3%A9_Favaloro
en,es,37,37-10,"He then applied for a position as a medical auxiliary, but the offer required him to enroll in the Peronist Party, which he did not accept.","Posteriormente, solicitó un puesto como auxiliar médico, pero la oferta lo obligó a inscribirse en el Partido Peronista, lo que no aceptó.",Male,René Favaloro,https://en.wikipedia.org/wiki/Ren%C3%A9_Favaloro
en,es,38,38-1,"Ernst Rifgatovich Muldashev (Bashkir: Мулдашев, Эрнст Рифғәт улы; born on January 1, 1948, Verkhne-Sermenevo, Beloretsky District, Bashkir Autonomous Soviet Socialist Republic, USSR) - Soviet and Russian surgeon ophthalmologist, surgeon of the highest degree, inventor, general director of the Federal State Budgetary Institution ""All-Russian Center for Ophthalmic and Plastic Surgery"" Ministry of Health of the Russian Federation in the city of Ufa.","Ernst Rifgatovich Muldashev (en baskir: Мулдашев, Эрнст Рифғәт улы; nacido el 1 de enero de 1948 en Verkhne-Sermenevo, distrito de Beloretsky, República Socialista Soviética Autónoma de Baskir, USSR): cirujano oftalmólogo soviético y ruso, cirujano del nivel más alto, inventor, director general de la Institución Federal Presupuestaria del estado “Centro Panruso de Cirugía Oftálmica y Plástica” del Ministerio de Salud de la Federación de Rusia en la ciudad de Ufa.",Male,Ernst Muldashev,https://en.wikipedia.org/wiki/Ernst_Muldashev
en,es,38,38-2,"In addition, he became famous as the author of a number of esoteric books, newspaper publications and films on mystical themes related to expeditions to Crete, Egypt and Tibet studying ancient civilizations.","Además, se hizo famoso como autor de varios libros esotéricos, publicaciones en periódicos y películas sobre temas místicos relacionados con las expediciones a Creta, Egipto y el Tíbet para estudiar civilizaciones antiguas.",Male,Ernst Muldashev,https://en.wikipedia.org/wiki/Ernst_Muldashev
en,es,38,38-3,"Ernst Muldashev was born on January 1, 1948 in a simple family in the village of Verkhne-Sermenevo, Beloretsky District, of the Bashkir Autonomous Soviet Socialist Republic.","Nació el 1 de enero de 1948 en una familia humilde en el pueblo de Verkhne-Sermenevo, distrito de Beloretsky, República Socialista Soviética Autónoma de Baskir.",Male,Ernst Muldashev,https://en.wikipedia.org/wiki/Ernst_Muldashev
en,es,38,38-4,"He is the son of Bashkir Rifgat Iskandarovich Muldashev and Ukrainian Valentina Kirsanovna Makhini, brother of Albert Rifgatovich Muldashev and Eduard Rifgatovich Muldashev.","Es hijo del baskir Rifgat Iskandarovich Muldashev y de la ucraniana Valentina Kirsanovna Makhini, hermano de Albert Rifgatovich Muldashev y de Eduard Rifgatovich Muldashev.",Male,Ernst Muldashev,https://en.wikipedia.org/wiki/Ernst_Muldashev
en,es,38,38-5,From 1955 to 1965 Muldashev studied at the school (First Lyceum) of the city of Salavat.,De 1955 a 1965 estudió en la escuela (primer liceo) de la ciudad de Salavat.,Male,Ernst Muldashev,https://en.wikipedia.org/wiki/Ernst_Muldashev
en,es,38,38-6,"From 1972 to 1982 he worked as a researcher, head of the department of reconstructive and plastic surgery at the Ufa Research Institute of Eye Diseases.","De 1972 a 1982 trabajó como investigador, jefe del departamento de cirugía plástica y reconstructiva en el Instituto de Investigación de Enfermedades Oculares de Ufa.",Male,Ernst Muldashev,https://en.wikipedia.org/wiki/Ernst_Muldashev
en,es,38,38-7,"From 1982 to 1988, Muldashev worked as an ophthalmologist in the eye department of Hospital No.10, MSCh OLUNPZ.","De 1982 a 1988 trabajó como oftalmólogo en el departamento de la vista en el Hospital No. 10, MSCh OLUNPZ.",Male,Ernst Muldashev,https://en.wikipedia.org/wiki/Ernst_Muldashev
en,es,38,38-8,"From 1988 to 1990, he held the position of head of the transplant laboratory for ophthalmosurgery of MNTK ""Eye Microsurgery"".",De 1988 a 1990 ocupó el cargo de jefe del laboratorio de trasplantes de oftalmología de “Microcirugía ocular” de MNTK.,Male,Ernst Muldashev,https://en.wikipedia.org/wiki/Ernst_Muldashev
en,es,38,38-9,"From 1990, he was а director of the All-Russian Center for Ophthalmic and Plastic Surgery (Ufa).","A partir de 1990, fue director del Centro Panruso de Cirugía Plástica y Oftálmica (Ufa).",Male,Ernst Muldashev,https://en.wikipedia.org/wiki/Ernst_Muldashev
en,es,39,39-1,"Professor Benad Goldwasser, M.D., MBA (Hebrew: בּנְעָד גוֹלְדוָוסֵר; born 1 November 1950) is a urologic surgeon, inventor, entrepreneur and venture capital investor.","Profesor Benad Goldwasser, M.D., MBA (en hebreo: בּנְעָד גוֹלְדוָוסֵר; nacido el 1 de noviembre de 1950) es cirujano urólogo, inventor, emprendedor, e inversionista de capital de riesgo.",Male,Benad Goldwasser,https://en.wikipedia.org/wiki/Benad_Goldwasser
en,es,39,39-2,During his business career he served as CEO and Active Chairman in a number of healthcare related companies.,Durante su carrera empresarial se desempeñó como director general y presidente activo en varias empresas relacionadas con el cuidado de la salud.,Male,Benad Goldwasser,https://en.wikipedia.org/wiki/Benad_Goldwasser
en,es,39,39-3,Goldwasser was born in Israel.,Nació en Israel.,Male,Benad Goldwasser,https://en.wikipedia.org/wiki/Benad_Goldwasser
en,es,39,39-4,In 1975 he obtained his MD degree from Tel-Aviv University.,En 1975 obtuvo el título de Doctor en Medicina en la Universidad de Tel Aviv.,Male,Benad Goldwasser,https://en.wikipedia.org/wiki/Benad_Goldwasser
en,es,39,39-5,Between 1975 and 1978 Benad served in the Israeli army in a tank corp division.,Entre 1975 y 1978 prestó servicio en el ejército israelí en una división del cuerpo de tanques.,Male,Benad Goldwasser,https://en.wikipedia.org/wiki/Benad_Goldwasser
en,es,39,39-6,He is a graduate of the first officers training course for physicians and Platoon Commanders’ course of the Israeli Tank Corp.,Se graduó del curso de capacitación de primeros oficiales para médicos y del curso de comandantes de pelotones del Cuerpo de Tanques de Israel.,Male,Benad Goldwasser,https://en.wikipedia.org/wiki/Benad_Goldwasser
en,es,39,39-7,In 1982 while on reserve duty he was severely injured at Beirut Airport and was honorably discharged with the rank of Major.,"En 1982, mientras se encontraba en la reserva fue gravemente herido en el aeropuerto de Beirut y fue dado de baja de forma honrosa con el rango de Mayor.",Male,Benad Goldwasser,https://en.wikipedia.org/wiki/Benad_Goldwasser
en,es,39,39-8,"After serving in the Israeli Defense Forces, he began in 1978 his urology residency at the Sheba Medical Center in Tel Hashomer, finishing it in 1984.","En 1978, después de servir en las Fuerzas de Defensa Israelíes, comenzó su programa de residencia en urología en el Centro Médico Sheba en Tel Hashomer, que finalizó en 1984.",Male,Benad Goldwasser,https://en.wikipedia.org/wiki/Benad_Goldwasser
en,es,39,39-9,"In 1984 he spent a year at Duke University Medical Center as a post-graduate fellow, and in the following year he attended another fellowship at the Mayo Clinic where he developed a technique of replacing the urinary bladder with a reconstructed segment of large bowel for patients whose bladder was removed due to invasive cancer.","Pasó un año en el Centro Médico de la Universidad de Duke como becario de posgrado en 1984, y al año siguiente asistió a otra beca en la Clínica Mayo, donde desarrolló una técnica de reemplazo de la vejiga urinaria con un segmento reconstruido de intestino grueso para aquellos pacientes a los que se les extirpó la vejiga debido a un cáncer invasivo.",Male,Benad Goldwasser,https://en.wikipedia.org/wiki/Benad_Goldwasser
en,es,39,39-10,Immediately upon his return to Israel in 1987 Goldwasser was appointed the Chairman of the Urology Department at the Chaim Sheba Medical Center and Professor of Surgery at Tel Aviv University.,"Inmediatamente después de su regreso a Israel en 1987, fue nombrado presidente del Departamento de Urología en el Centro Médico Chaim Sheba y catedrático de Cirugía en la Universidad de Tel Aviv.",Male,Benad Goldwasser,https://en.wikipedia.org/wiki/Benad_Goldwasser
en,es,39,39-11,He served in this position until 1996 when he left the practice of medicine to pursuit a business career.,"Ocupó este cargo hasta 1996, cuando dejó la práctica de la medicina para dedicarse a una carrera empresarial.",Male,Benad Goldwasser,https://en.wikipedia.org/wiki/Benad_Goldwasser
en,es,40,40-1,"Francis Gervase Omaswa, MBChB, MMed, FRCS (Edin), FCS (ECSA), is a Ugandan cardiovascular surgeon, academic and administrator.","Francis Gervase Omaswa, MBChB, MMed, FRCS (Edin), FCS (ECSA), es un cirujano cardiovascular ugandés, académico y administrador.",Male,Francis Omaswa,https://en.wikipedia.org/wiki/Francis_Omaswa
en,es,40,40-2,"He is the chancellor of Busitema University, a public university, one of the 41 licensed universities in the country, as at February 2015.","Es rector de la Universidad Busitema, una universidad pública, una de las 41 universidades que para febrero de 2015 tenían licencia en el país.",Male,Francis Omaswa,https://en.wikipedia.org/wiki/Francis_Omaswa
en,es,40,40-3,He has served in that capacity since June 2009.,Ha ocupado ese cargo desde junio de 2009.,Male,Francis Omaswa,https://en.wikipedia.org/wiki/Francis_Omaswa
en,es,40,40-4,"Omaswa was born in Mukula Village, Kumi District, in the Eastern Region of Uganda, circa 1943.","Nació alrededor de 1943 en la aldea de Mukula, distrito de Kumi, en la región oriental de Uganda.",Male,Francis Omaswa,https://en.wikipedia.org/wiki/Francis_Omaswa
en,es,40,40-5,His parents were Yafesi Ijookit and Matilda Acom.,Sus padres fueron Yafesi ljookit y Matilda Acom.,Male,Francis Omaswa,https://en.wikipedia.org/wiki/Francis_Omaswa
en,es,40,40-6,"He attended Mukura Primary School from P1 to P4, then transferred to Koloin Primary School from P5 to P6.","Asistió a la Escuela Primaria de Mukura de P1 a P4, y luego fue transferido a la Escuela Primaria de Koloin de P5 a P6.",Male,Francis Omaswa,https://en.wikipedia.org/wiki/Francis_Omaswa
en,es,40,40-7,"After passing his Primary Leaving Exanimations, he joined Holy Angels Junior Secondary School in Soroti District for his Junior One and Two.","Después de aprobar sus examinaciones de salida de la primaria, ingresó a la Escuela Secundaria Holy Angels en el distrito de Soroti para sus cursos Junior Uno y Dos.",Male,Francis Omaswa,https://en.wikipedia.org/wiki/Francis_Omaswa
en,es,40,40-8,"He then studied at St. Mary's College Kisubi, for both his O-Level and A-Level education.","Luego estudió en el St.Mary´s College Kisubi, para su educación tanto del Nivel Ordinario como del Nivel Avanzado.",Male,Francis Omaswa,https://en.wikipedia.org/wiki/Francis_Omaswa
en,es,40,40-9,"In 1964, he was admitted to the Makerere University School of Medicine, graduating in 1969 with a Bachelor of Medicine and Bachelor of Surgery degree.","En 1964 fue admitido en la Facultad de Medicina de la Universidad de Makerere, donde se graduó en 1969 con una Licenciatura en Medicina y otra en Cirugía.",Male,Francis Omaswa,https://en.wikipedia.org/wiki/Francis_Omaswa
en,es,40,40-10,"In 1974, he received a Master of Medicine in surgery degree from Makerere University.","En 1974, recibió un Máster en Medicina en grado de cirugía de la Universidad de Makerere.",Male,Francis Omaswa,https://en.wikipedia.org/wiki/Francis_Omaswa
en,es,40,40-11,He subsequently was elected a Fellow of the Royal College of Surgeons of Edinburgh.,Posteriormente fue elegido miembro del Real Colegio de Cirujanos de Edimburgo.,Male,Francis Omaswa,https://en.wikipedia.org/wiki/Francis_Omaswa
