text,target
 your the only one who cared about me not tweeting ,0
sigh...anderson especially depressing tonight.  ,0
Reminds me of my Dad  Ã¢ÂÂ« http://blip.fm/~8hh3w,0
When I lived in Vancouver our cable system got an east coast feed. Not here. Trying to dodge SYTYCD east coast spoilers ,0
Punctuality FAIL   ,0
Nothing to eat. I'm so food deprived. And sleep deprived ,0
 lol people are stupid. Not lining up for that shit. Hell prolly not gettin it till new year anyway ,0
I miss chatting with so many of you. My crappy Internet connection at home and horrible problems with tweetdeck cut into connecting. ,0
going to bedddd. red sox only lost by rain cancellation  freakin marlins aint got shit on usss,0
 I know you know... lol! I try to avoid those tweets! But I see a downward spin ,0
" yup I work till 1830, I work M-F, man I wish I'm off 2moro, dat way I don't need to deal w/ iPhone 3Gs inquiries ",0
just now starting on my hair..... i have a feeling imma be up aaaaalll night  help me,0
needs to study science A LOT more ,0
 Sorry   Hopefully I'll see you soon and we'll have a perfectly undramatic blast.,0
I feel horrible and need sleep so badly ,0
I didn't do questions 8 and 9(b) for maths ! ,0
... i could step outside without makeup and it wouldn't scare little kids ,0
i've been on a roll with blocking tonight! too bad i ran out of things that need blocking  and T-pins. Ironically..,0
" I hate the stuff - weaning myself of the script stuff - but sometimes I fall back when it gets too hard  -I say weak, but......",0
cause they just had needles put through them ,0
 : udh nyala skrg?? waa!! gue belom. masih GSM (not even gprs). meh.  re : BIS Tsel,0
long day! 2 doc appointmts and even missed my nia class  Picked up Pho for dinner.+ Shiraz.  Now relaxing with raw almonds and ginger tea.,0
 moght come home sisyer is sick and yeah so standing in the rai. for houea went to nothing  no kevin,0
. Haha ok Ill prolly have to meet you out there tomorrow. I have to wait for my check ,0
it is horrible when a friend is lying in front of a person who is important in your life and you published the whole world =(   ,0
thinks im gonna give up loving sports...i cant do it anymore ,0
Longest graduation ever 745 students eff my life ,0
 ...brother why'd you leave? ...I'm disappointed ,0
 yes  I think were going to Disney Hollywood Studios tomorrow. Our shuttle leaves @ 8am and then Pulse later that night,0
Not this time... ,0
" No, I should had never entered my username on that site... they keep posting those messages. ItÃÂ´s bullshit ",0
"cant believe how stupid her socials teacher is, and is going to shitthebed and send him a hate, mean letter for make her more stupid ",0
" Sorry, didn't mean for it to be. I've been wrestling with how to structure this funnel all day  ",0
" I want to get it, but unfortunately I can't read hardly any Japanese ",0
 i'm very sorry to hear that.  i hope it becomes a distant memory soon! feel better.,0
"Anyhoo, bed now. Work in 4 hours  (although technically half day, as work party in afternoon == get paid to get drunk)",0
it probably was removed 4 sum reason but it was amazing literaly a flawless performance i cant find it anywhere  im sorta sad,0
paper cuts hurt the most  fuck,0
 my twiggaz would talk back to me ,0
Just got home. Work tomorrow morning. ,0
did NOT realize that moving out meant you were no longer invited to go on family vacations to celebrate fathers day ,0
 How do you stay in shape? im petite and i find it hard to balance my weight ,0
Lukn @ the pic on my Sam's Club card. I didn't realize how short I cut my hair ,0
 That upsets me ,0
god I hate being this old!!!! -.-  my body hurts ,0
 ohhhh fun! mixing songs?? lol  im boreddd too at home! ,0
bat dau thay luong eo du tieu roi. fai tang luong thoi ,0
 HELLO! i got chopped by chris for the ball. hhahaahahah ,0
"Im in the mood for something sweet, like a chocolate chip cookie or a brownie with ice cream. But aint nothing like that at my house ",0
 you are loopless ,0
"Oh shoot !!! I didn't know Kobe was in Disneyland, Anaheim...today...!   ",0
Summer Heights High quote ... I think? He does say 'fuckit' a lot right? If so then: FUCKITTTT. ,0
 seriously  oh but taste of Cambridge got changed to the 25th cuz of it!!!! can u go then??,0
 They're idiots to say that they hate you directly to your face. I could never do that to a person. ,0
wish i had a chance 2 get a face to face addition for &quot;the last song&quot;  just guess dat wasnt 4 me  maybe next time,0
im alone in the house!!!!  im boreed,0
How come JB didn't post anything about their show in Wembley? ON like anything... ,0
 you're having that problem too???  SMS isn't working well with twitter lately ,0
Tried to look out for friends .Don't find any  ,0
"once again, there is nothing to do ",0
"Today's plan: 12-4 Go to work, try to get Gloomy's pic for , have lunch, go home; 4 and above I'm free &amp; don't know what to do ",0
Ughhh have had a killer migrane for hours an hours! Gonna puke hurts SO much! I HATE these!! ,0
 and ill stop doing 5am/pm thing ,0
graduation was long as hell.and of course is was raining afterwards..  congrats! good luck and  i didnt see u ,0
 i hate gohost accounts ,0
is sad that i have nothing to do tomorrow ,0
Why dont any of my friends in LA golf ,0
soooo much for makeup....Marley &amp; Me is like the saddest movie ever  makes me miss my old puppy,0
I do much prefer Procedural Programming Languages as opposed to Object Oritentated Languages ,0
Somebody hacked my facebook acct. And erased all my friends ,0
Thank God for the sun coming out tomorrow!!! This has been a crappy day!  ,0
Why do people sleep in the library and snore ,0
Wishing I didn't care.  But I do. And I absolutely hate it. ,0
ugh need to catch up with SYTYCD.  Results Show tonight,0
Squeege is snoring.. I'm going to miss my beautiful cat while I'm away ,0
 I love that documentary! I cried too ,0
I'm home and my computer won't turn on. ,0
 nope still nothing ,0
I want to watch Up ,0
neck hurts  and is going to hurt even more tomorrow ,0
" WAIT! Yes, I would! Don't die Emma ",0
"watching friday the 13th with my Daddy, he wont be home for Fathers day.. ",0
 i feel bad now.,0
Twitter Noob Lonely ,0
 she keeps throwing up! I called the vet but they closed early today..my spunky princess is so slow &amp; sad. ,0
was late for work today cause my cat decided to pee on my work clothes. wonderful. and marianas trench is sold out. also wonderful. ,0
i hate that bitch!! ,0
i hate that bitch!! ,0
" I know we do, I'm working on it ",0
Why r we feeling the long-distance strain so much this time when we've never had such a short drive between us?  I miss my precious beau.,0
shae you dummy i need help hurry up and email back ,0
 I hate that I do not get Much Music.    MTV and Fuse is all,0
 u lied ,0
 - hey what happened to your youtube account  nooooooo makeup guru ,0
well....i broke my wrist....now i have to wear a stupid itchy cast  and i cant play my guitar ,0
 i read it and im sorry ,0
" It's so bad, I'm just wanting the day to end! No motivation at all! Your poor nose ",0
Bar Norfolk with AMG!!  bailed on me ,0
Hanging with the fam... where is my love? Oh yeah... having dinner without me. ,0
 the dentist hates me ,0
 Sun? We won't see the sun forever ,0
 they left ,0
bumming it  well see if things will get better in the next few hours... Hopefully they will,0
" awwee, i'm really sorry ",0
Talking to Chris and feeling really sad about him possibly going to Afghanistan. Gotta find a way to deal with that stress ,0
Dreamhost was having a sale. $100 off all sign-ups. It ends in 1h15m. ,0
Hmmm.going home to shower n nap before work.. ,0
 awe  i'll miss you.,0
I miss michael &amp; can't sleep ,0
so boredd  my camera sucks. i need a new one. any suggestions on good cameras? (under $200?),0
As a former Horticulture major I am driven to foamy fits when I see people hosing down their shrubs thinking they are actually watering ,0
My blood sugar just will not go up right now. It's been low for over an hour now. ,0
 But I work on Saturday! ,0
working all night.. Can't get my good night kiss... boo ,0
I miss my necklace... ,0
  hey it is going to be 99 degrees tomorrow. Can you say WTF???  ,0
At applebees... Without my favorites ,0
still waiting for my baby to get on  ugh I miss her so much...(,0
 don't say it.. I really wanted to be there but I had english and maths lessons.  I miss having fun with the girls and u,0
 girl I know but I am still learning so I will keep getting better! unc is losing I am sad ,0
", I am sorry to hear that you are still migraine-ing it. ",0
Wishes I could read something interesting right now instead of &quot;Organizational Behavior&quot; but gotta do it.   ,0
ughh im tired and sooo sore xD goodnight&lt;3 missin you babe ,0
I want to drink my wine and play my LittleBigPlanet. Antibiotics are destroying my loner habits. ,0
 I wish I was home to bring you soup ,0
 Awww. What did he do to you? ,0
 thanks for that. managed to google it. Hmmm your tweets are not appearing in my tweetdeck ,0
Walking dookie around the block.. HE HAS TO PEE LIKE EVERY 5 SECONDS!!! ahahah.. At least i have time to think ,0
wishes she could go to REPO this weekend. ,0
"Last day of my workterm tomorrow.  I hope they don't make me cry, im such a sook like that.",0
studying in my room/sleeep!/failing my art exam  WISH ME LUCK!,0
 definetly more I want some miso soup ,0
" oh, and klutz and rpatz were in my dream last night ... no sign of kstew... ",0
" We only got a small portion of her library though... She had other children as well, which took some of them.  But, at least...",0
 NO I'm not like that ,0
Had fun at Jessica's cook-out. I love her. I'm gonna miss her. ,0
has been cursed w a little of everyones leftovers  it feels like i got injected w pigeon flu,0
 hahaha so much hate from u laltey!!! ,0
Why would you be stealing bases with a 7 run lead in the 7th? Seriously ,0
" Damn, mama! Good recall. I was thinking about our matching collars the other day. And mine that got lost! ",0
please pray for my dog   she is dieing she is a brown lab im crying just tweeting about it  i will miss her xo kolbi,0
"Car troubles  Clutch went right before I got to the track. Had it toed &amp; got a ride home. Thanks Amber, Matt &amp; John for your help so far!",0
 i prefer chase dih  jaja xd,0
term is over   See you all in October.,0
Ok now... I need food in my system. Haven't had a real meal all day.  need my meds n sleep. ,0
FEAR 2 still not finished downloading. Got stuck on &quot;Download starting&quot; while I was asleep. ,0
At the office. This causes frown face.   ,0
Not feeling well.    Off to bed.,0
 heyaa hows u? gutted u left hollyoaks shockin lol  x,0
I want to create. Too bad the pretty things I see in my head never turn out to be pretty when I try to make them real. ,0
my car is falling apart ,0
STACY I WANT TO TWITTER YOU FROM MY PHONE BUT I DON'T KNOW HOW TO SPELL YOUR NAME  TWITTER ME BACK IF YOU GET THIS,0
 ,0
"Taking a nap on my tummy, my back is currently aloe-d ",0
 what? ,0
 she's a little dumb.... kinda scary that she has a kid,0
" yea, I had a piano in my old house. And now that I have a guitar here, I just thought I would give it a try. But u are right ",0
"  - Well, sucks to be you guys! I made a few new friends because of it. No Freerealms for me...Laptop can't handle it. ",0
 you're gonna make me cry.  sniffle sniffle. ,0
Oh dear. The  fad has made it to real life -  just said '' under his breath.  Sadly it only works in twitter ,0
free-per-view cut out... no Burn Notice for me tonight ,0
 don't even think about it. *glares* you have your crazy hoe husband or whatever! Don't take mineee ,0
Wondering why computer hardware and I don't get along.  No tinkering just plug and play. ,0
one of my boston terriers is limping like crazy :/ its really bothering me. ,0
ok iPhone finally activated.... laggy :/ I hope it smooths out... 2 restarts and did not help ,0
M Braves are in serious need of a win! 7 game losing streak ,0
Really? I haven't gotten anything. I miss you bad ,0
back is absolutely killing me. Feel like fuck. ,0
Grandma is at the hospital after coughing blood... ,0
" i hope it's better now, will wait til you get home ",0
 o man that IS painful...I'm sorry ,0
 Smart and ugly.  I'm already dumb and beautiful.  Wanna see what it's like the other way ,0
 aww what happend ,0
"moisturizing, in hopes that I won't wake up peeling as much as I am right now! ",0
My dad ate all my cake ,0
i hurt all over. ,0
layin down.. not feelin well.. wishin the hubs was here 2 cuddle wit me ,0
pasta yummi had fun golfing with my dad! even tho he cussed me out for not being serious today ,0
still sick. SO OVER being stuck in bed in this damn house. ,0
im so bored but oh so tired. what should i dooooooo?!  save meeee kohkohpuff! ,0
"Okay, I'm just getting to bed now so sue me lol! I'm freezing though! Got my winter throws out on my bed it's that cold ",0
" Nope, not yet.  I'm thinking I'll read it later tonight or tomorrow before work.  I'm always busy.  ",0
 I'm crying right now ,0
My roof leaked from all the rain so now i have a ugly wet spot on my roof in my bedroom ,0
I'm really poor!!!!! Need money now!!!!!!!!!!!!!!!!!!  ,0
I heard a car honk and I thought it was Laura. I ran outside... and it wasn't. ,0
"is tired, but too lazy to go to my room ",0
  your shows n buy your cd's n shit i guess im just $1 in the millions you all make pity that huh ,0
my engagement ring just exploded ,0
 good 4 u! i still am getting in my way  or setting law of attraction in reverse  ugh. i WILL get there,0
Extremely bothered. I really do care about her. ,0
 naw...  still no word! *salty / sad* but it's coo. You're here. lmao. Are you zoomin to punch in on time yet? Or you workin yet?lol,0
Brew Dog beer has just been advertised on warren ellis.  Now everybody knows our delicious secret.,0
getting annoyed at the Beejive IM spinning wheel of death. 3rd reinstall in 3 days? When will 3.0 hit the iPhone app store? ,0
hopes she can still go out this weekend :S eeeep! im scared!  ,0
" awe, sad day  that's okay.",0
  my classmate has the flu! ,0
 I like my kidneys where they are  - That is my biggest concern - There is ALWAYS complications with long-term medicine usage,0
 see you tomorrow  apparently it's going to rain ,0
ugh jenna me 2  if my dad gets a job in plam springs im fer sure moving soo im right there with ya jenna,0
Twitter you are not being friendly with me right now - i might have to take you out back and show you that you are boss ,0
 that would hurt ,0
 oh i wanna come!  but you're probably gonna peace soon right?,0
Wife is sick again ,0
"  don't worry, we still love you!",0
TBS didn't play Spin. ,0
ackkkk! just saw my man coby bell on csi miami! sweeeeeeeet!!! i miss him ,0
 why are you maybe missing grad? ,0
 is playing kid kudi w 3oh!3 and its making me miss  ,0
" Natasha!  I may be able to see you this weekend or next if you're free. I'm not certain so don't get too excited, but I HOPE.",0
Uncomfortable throat ,0
 hoy no ,0
 it's all good  i suppose...well atleast for him,0
How can something that looks so good taste so nasty?  http://yfrog.com/0fynfj,0
wouldve had internet but my modems at work and i didnt go ,0
 I can't afford ,0
 i wish i was in seattle ,0
oh no!!! why did max go home ,0
 I wish I could go. ,0
Working late.  Time to walk the dogs and its raining pretty good out there.  ,0
Off to bed after i get off the phone with tiff. the next time i tweet ... there will be no more school. no more 7th grade.      ,0
http://twitpic.com/7rp9b-  miss  and  ,0
"Well, to me he looks more like he killed somebody. Check out the link for yourself and tell me what you think ",0
 I need to go read the synopsis of that movie. I never saw it.   I'm sure your joke is hysterical though.,0
 Sometime next week? My mom's probably won't let me do anything sat or sunday ,0
interesting day..sad the week is almost over ,0
 i'd be able to start an MMA career without trying so hard! yeahhh not in RI ,0
"A B17, B24 and a P51 Mustang in town between now and 12 p.m. tomorrow. Then they go back home  sniffle, sniffle.",0
had first photo shoot under a time restraint and did horribly ,0
i want the pens to bring the cup into panera  they were at hofbrauhaus the other day! soo closee!,0
im listening to the news.....depression city ,0
 i am so bummed out that u didn't get those 500k followers I &amp; everyone else tried so hard ,0
I need to go lay down ,0
im babysitting in the city.. waiting for jared to show up. borrriinng.. ,0
" that's a shame... bandwidth in our Sydney office has been chockers recently, should have run it from home ",0
I got a sunburn   but its okay cause it will turn into a tan : P,0
" Heeey, we call it &quot;earth-tone&quot;  /taurendruidsadface",0
 I'm so sad my lil sis is leaving  stay please,0
"Im in the mood for something sweet, like a chocolate chip cookie or a brownie with ice cream. But aint nothing like that at my house ",0
  sadly with a glass of water from the fridge ,0
Well great. All that shower did was relax me.  ,0
 it has  I still owe you an ice cream :-P,0
 I was at rock bottom id'less ,0
Hoping things will look up. Getting discouraged... ,0
With a terrible headache... ,0
Girls lost the game tonight - in an ugly way. Dang! ,0
Love the &quot;Find my Phone&quot; feature of the iPhone 3.0 software. I could have used that last summer when my iphone 3 G was stolen. ,0
" I think the time change is gonna hurt the show. need the gg lead in, esp without leyton  any reason given for the change?",0
 come home already.... ,0
Grr. Pidgin reinstalled AND updated and it's still not running for me. ,0
i have a headache   ..hope my guy dsnt go home on SYTYCD because my last guy did.lol,0
work is taking over my summer     Sleeping then meeting at outback at 1:30 and work 3-9ish ,0
 ha ha ha yeah. So how have you been huh? I miss Miguel ,0
thinking of you... i miss you ,0
is still not feeling well  http://plurk.com/p/121fkj,0
my boys leave for hawaii tomorrow and whitney goes back to georgia on monday. ?ber boo  but more of a reason to travel,0
it's 3:50 am and I once again can't sleep ,0
I'm so lazy.. must have picked it up from someone *looks at that certain someone suspiciously* ehem. Also because of being sick for long ,0
 I waited in line 9 hours last year in the rain ,0
 no chat tonight. I still have canoe practice to go to once my indigestion subsides ,0
Is going to Vegas but wanting to go to Seattle ,0
 : OMG! i cant believe that we graduated from ROSELANd !! mann imma miss that place  :S and the people in itt   but ..SUMMER&lt;3.,0
  ugh. Sending good thoughts your phone's way. You can do it Leslie Phone. You can do it!,0
"I have a love hate relationship with van, It shuts down if you lock it with the remote but open it with key. Thinks u r stealing it. ",0
"New seasons is playing david bowie, and it's making me miss my mama... ",0
Winter's Festival will be horrible this year ,0
" Well, to me he looks more like he just killed SOMETHING. Check out the link that I posted before and tell me what you think ",0
omgggg. so bored. i need something to do. or a job. but i couldn't pass a drug test to save my life ,0
Sorry PETA i killed like 50 bugs on the way home I guess I should have walked home  sorry.... lol,0
 I just found myself bored. ,0
 Oh no looks like I missed the whole thing. Timezone issues  Oh I hope I am sending this right lol,0
feeling super-sick after getting hit in the head way hard ,0
I want to be back in my bed ,0
 answer my texts you sick whore. ,0
I hate these words.. Girlfreind and boyfreind ,0
 I hope you don't become annoyed that I talk so much.  It's just cause I like youuuuuu. hehe. whaddayou do for funnn?,0
Almost forgot my mums birthday. I'm the worst ,0
"  i know I'm a slave for the buddha. I work tue, wed, fri and sat.!",0
2 give me something to think about while I'm gone.. 2 know he's listening and he won't 4get abt me.. ,0
Heading out for home. No one in Nashua wants to chill ,0
Where is my   update  Come on Apple.... ,0
IS READY TO GET THIS WEEK OVER WITH ,0
D300 is sick and needs doctor. Very sad. ,0
best friend is going to Europe tomorrow and I am stuck in Maryland ,0
 strange beeping noise... truck backing up...  that joke bombed. ,0
 you're lucky im up north in NJ its nothing up here but rain and cold lol what i wouldnt give for some sun and warmth ,0
"i have an ingrown hair, it hurts so bad. ",0
Headache wont go away so i cant sleep  Lis,0
Missing A to the J! And wishing tomorrow wasn't the last day I get to spend with some of the children I work with ,0
winchester hospital owns my life. ANDDD im so upset liss told me george is no longer on greys  ughhh so miserableee.,0
 That's about the worst. ,0
 Yep. It redirects me to home. ,0
Great the power went out  . . . . .again  Grr it better b bck on by mornin but considerin its late it b okay 4 now until morning! hurry,0
"Off to bed now feeling alittle better, but probably not going to be able to go to work (sorry Sarah) ",0
 no  but I'm heading out tonight and was thinking I could drop it by the studio - cool?,0
i wish thinga could be easier ,0
"Has a busy day tomorrow, but can't get to sleep ",0
Theres no hot chicas here ,0
I MISS ALLY  GRLLLLLL COME BACK TO ME I MISS U SO MUCH I NEED SOME ONE TO HANG WITH,0
Just spoke with my mechanic. Project Saab is dead. ,0
How come no one Twittered about Paul's birthday? ,0
I made a bowl of cereal using the last bit of milk&amp;the dog jumps on the table to eat it.. Smh still hungry ,0
I can't believe that day 5 with the grandkids is already coming to and end   It's going by way too fast...only 3 days left.  Darn,0
  I'm going to bed gotta work half day tomorrow n train some girl at work then nada is lani better ? I miss u to n  the kids ,0
" lol luck u, i couldnt get mine to like it or watch it for that matter ",0
Is upset and just wants to listen to music... ,0
You guys all suck.  fml.,0
my day sucked ass ,0
I have the worst migraine ever i took medicine and its not working ,0
"I told my student she would need to know how to write for college, she asked if she needed a HS degree to work @ sea world. ",0
is still tired of the rain ,0
"I am sick  coughing fever body aches, headache runny nose... couldn't get out of bed today missed work!  I hate being sick!!!!!!!",0
My iPhone can't send or receive calls ATM. It goes straight to my voicemail. ,0
"Super hungry, but I've got a conference call to attend now! ",0
I really hate having to take quizzes that open and close at certain times. ,0
 I wanna go clubbing! ,0
"Time for bed - fighting a summer cold is not fun   Tweetcha tomorrow, guys.",0
TWC Alerts A Heat Advisory has been issued for Evansville IN.. . . How wonderful. ,0
 Adrian would be weird! I still cry when Mickey dies ,0
I'm so bored I guess I'll go up here and get ready for bed  so not the move. It's on tomorrow!!!,0
that was a terrible walk ,0
Gross! Passin Oceanside and its ugly over here! Icky weather.. I wanna b bak in laguna ,0
" LOL, hella late response but same here. My dad's taking me to the DMV next week.  Now everyone's MAKING ME get my L's. LOL.",0
"I made pickled eggs tonight. I wish I didn't have to wait so long til they're done  Never tried one before, hope my improv recepie is good",0
: Now I have steered you to a nightmare...sorry about that Arden ,0
Anyone want to take me to LA this Saturday so I can see mewithoutYou at the El Rey? They're skipping Vegas this tour ,0
 lol you got it like that huh? Damnnn forgetting all about barbara ly ,0
damien rice+fever+van=rough night ,0
Black keys just made me cry ,0
" AHH! I want a Tila Army shirt...but i live in Australia  .. i wanna be in your army, and help charities and stuff..damn it.",0
" Thanks Michelle!  Actually, the sun popped out just for my shoot....and the clouds rolled in again just as I was done. ",0
"work is how Daddy makes the money. never mind he wakes up considering it as well, little sick one . ",0
Jalaaaaaaaaaaaaaaaaaan~   I'm so bored i could die ,0
. Sorry ,0
"For some STRANGE reason, I'm sad hockey season is over. ",0
Got the new iPhone update Ã¢ÂÂ¦ I guess it is less than I expected. Do love copy paste. ,0
 it's pure evil but I need it. ,0
 you stood me up  lol,0
  i am ready for summer just not the weather that comes w/ it D:,0
is bummed Versteeg didn't get the Calder  Oh well..,0
 me too. ,0
 Unfortunately it is going to be one of those nights where the storms wake me up in the middle of the night ,0
 haha I know  FML,0
"year one looks sooooo funny, unfortunately i will not have money to see it in theatres  ",0
 oh TRUST. I love them too. I'm too broke for a lunch date  unless I can just bring my lunch over to HRC. Does that work?,0
I have an atrocious headache. ,0
"Going to bed  got to wake up at 7am for swimming, will be cold :S. Goodnight!",0
  that makes me sad. well take it easy this weekend. See you Monday!!,0
 the tarantulas during the summer... this includes red backs and white tips as well - I had one on my arm this summer ,0
 nice! Can I have your intelligence? I just can't seem to retain what I read ,0
"Throughout the 4 hr class I had today I was thinking about playing more Persona 3.&amp; instead of playing it when I came home, I get tied up ",0
Joe Jonas just broke my heart... ,0
I'm starting to realize that my days in Colorado are numbered. ,0
"cant believe her house got robbed last night, ahh! ",0
 my brother sold his for 50    and it was working perfectly!,0
Frustrated! I won a contest 4 a concert but will have to call back and say i can't go to it ,0
 http://twitpic.com/7rp32 - i get blisters a lot cause i love to wear high heels too! they do suck! ,0
baby's leaving tomorrow   getting some sleep so i can see him in the morning:p,0
Someone get  a heart ,0
 i wish i could smoke too  stuck @ work...btw looking forward to ur next dvd,0
im so bored!! theres nothing to do ,0
 I'll be there but I'm not getting one until next week ,0
I hate throwing up... Can't sleep now. Fml ,0
.               *hugs*,0
" I'm not using WordPress  I just need a simple PHP code, but alas, I can't find one!",0
Reading New Moon on chapter10. My mom took the book to work ,0
OS3. Still no music on bluetooth stereo headset. ,0
 Me too!  Not the way to start a trip,0
 bc julio keeps disconnecting the modem ,0
" I would have just AT LEAST, a LITTLE butt! LOL... ",0
 oh ok thas a good time! I can only stay like 3 days tho cus I got school ,0
 I love that show! Didn't know it was on.  i've been watching Fashion Show.,0
 poor thing  darn mozzies!,0
yeah its pretty awesome. sucks that i cant see it over here tho! ,0
twisted his shoulder again while playing cricket.. ,0
 okay. I feel kind of bad after my last tweet to you cause i dont even know if its true. Sorry. ,0
I  guess I'm going to work tomorrow. Checked my lottery numbers. No luck.  I saw the same numbers 3x within 15 minutes. But nothing.,0
HOME SWEET HOME!! freaking finally...good lord...im so tired...  ...,0
"Thinks my cell phone just died!!! Not battery dead....dead, dead ",0
Bedtime!!! Happy hour tomorrow at P'ville Doc's to say adiÃÂ³s to Thomas. ,0
 I need help with my subscription.... I still haven't received an email yet.  Sniffers,0
 yeah it sucks.. but i dont even have an ipod so life stays exactly the same ,0
No footy tipping to be done ,0
 we don't even get no brownies no more not even movie nights  is to good for us  the lasagna was on point that day,0
" I love that song, but I'm glad I'm not there. I guess the Sox aren't caring about reporters and their deadlines ",0
twisted his shoulder again while playing cricket.. ,0
ps. thanks for waiting so long today sorry  and i are ridculously slow. i was soo wanting pinkys too.  (),0
Life is very dissapointing. ,0
 oh bb. so many hugs to right now.   &lt;3,0
"Datsyuk edged Richards 945-942 into total votes, but Richards received more first-place ballots. The Flyers just can't win anything ",0
 Nooo! donÃÂ´t kill emily cuz if she dies i die too!  DONÃÂ´T BE SILLY! u R just too cool for death!  &amp; aii luv u!,0
visiting Alli in the hospital tomorrow  I miss her and don't want to see her in pain.,0
camps ovr  ima miss my camp buddies ,0
Just used the last Zicam and the next thing I read is this... FDA Letter Puts Zicam Brands in Doubt http://bit.ly/nOa1A sniff-sniff ,0
twitter doesnt want me ,0
idk where my swagga went today  it's just been terrible so far gah!,0
OK...time to get off before Twitter becomes another addiction and I have to quit....like I did Facebook ,0
 trying. It's not working! If anything I'm all hopped up on mtn dew and sending dead baby jokes to coworkers. Fail. ,0
WHYYYYYY??????? Was Robert Pattinson's account suspended?!?!?!?!? oh no...this is NOT a good day for  me at all ,0
 that sucks! ,0
 Such an odd day! Totally feel dead... I'm here though! Keep missing bits of show. ,0
gotta love doing CT scans at 4am. ,0
I want to gut someone ,0
 oh bb. so many hugs to you right now.   &lt;3,0
 wait...am i still in ur phone?!?  lol,0
  Won't play.,0
And another one falls...Tatango no longer Free ,0
"hates that laura is even further away, it was bad enough before but now having to deal with further time zones... ",0
 see you later! there are no goodbyes. hope your leg gets better ,0
is deleting all of her text messages.  good-bye conversations from March 8 until now!,0
Stressed and sleepy. When is the summer relaxation going to kick in? ,0
 i don't think so  i think they'd need to be following you;,0
 I am now twhirling! its pretty cute. im said to leave firefox behind though  its been so good to me.,0
headachee from crying earlier ... it sucksss ,0
 i want olive garden! ,0
 lol good for you.. ,0
 k where should I go then?! Lol. I'm actually being serious!! I have to move on Tues and so far all by myself!! ,0
 Wish her well for me!  we miss !,0
  Thanks! I am trying to decided if I can go.  Need to be back that night! ,0
Random tip of the day: don't bring the pretty little lemon cakes from Costco to anywhere. No one will eat them. Although they are good ,0
I dont feel good so i lay in bed trying to go to sleep but i cant  i just wanna feel better!,0
" I know what you mean. This ipod is technically my moms, but I kind of &quot;borrowed&quot; it. I reached the max limit a day ago ",0
I been put on a Budget so I can't go to the mall    and I just got paid today   ,0
  oh really  so who is doing make up for heroes at the moment?,0
"Tonight I was saddened by the loss of a friend - I lost him to prejudice and racism, all these years, and I never knew ",0
wishing correy was here ,0
"I didn't win Chicago Idol.    I'll be waiting in line with the other 10,000 people on Saturday.",0
"@ the Continental Club for Beetle Band &amp; decompression.  Tummy is upset, so no dancing for me. ",0
i keep seeing the away we go commercial.... i really want to see it. ,0
"Looks like I've hit a snag, and that snag is called &quot;Shackler's Revenge&quot; ",0
- try walking through the city in the rain. No umbrella ,0
 felt sick 2day  i spoke to AP 2day he said he got good things 4 us so we all need to talk with him,0
Its gonna be a long summer ,0
"argh, don't tell me I'm going to have to change my style just to see entries. Other people can see my entries, but I can't! Style error. ",0
is so missing his pumpkin ,0
Watching house on haunted hill. Ahahahahaha. I'm not sleepin tonight. No more Z's for me. ,0
 I agree ,0
" hey, Imax Transformers wed/thurs next week instead of tues? It's not out tues ",0
 hmm .. i dunno man ,0
 good night. twt ya in a few days. taking a twitter sabbatical. its been a long time coming.   ,0
Wish I could upload these VA Beach pics but no cord ,0
trying to win better NKOTB tickets! isnt working out very well ,0
 I know right! Apparently everyone else knows though ,0
 Mama hasn't take my report yet  kpn jalan? tgl 26 sti udh pergi!!!!,0
 I had to unchecked all apps - Sync- then recheck- and sync again. Warning - all data &amp; prefs will go poof. ,0
Why did I not bring my laptop to New Hampshire? ,0
 great  just fucking great,0
 Only if that was true. ,0
ugh this sucks ,0
 ya i've been neglecting downtown lately ,0
What kind of hotel doesn't have a mini bar??? A bad one.  ,0
 http://twitpic.com/7rg4u - This is such a cute photo. I wanna go Jetskiing! ,0
"so i found Up online..and i want to watch it, but i feel guilty  but the movie is not in my country yet and i really want to watch it D:",0
Sitting with my sick little boyfriend.  literally sick.,0
 When do you come back?!  ,0
 I second that!  Anything wrong in particular?,0
The last ever HotMess is tomorrow at the War Room in  - waaah i loved that night  http://tr.im/p0tE,0
In need of an agent  waiting on the fam from p.r to get here,0
"I left my phone, so now I have to go get it.... ",0
Why is Happy Feet such an adorable movie ?!  I love penguins . Haha .,0
Becca &amp; Jeremy are getting married on Sat. Pickles is getting married on the 10th. Crissy is getting married Aug 8. Wedding fever ,0
Pulling a Britney and walking around barefoot cuz I spilt icky stuff all over my shoe ,0
one more exam  and I'm going to fail it,0
I'm going to miss those girls ,0
 Be careful! Don't go running around outside with people torching buildings on your street ,0
damn i didnt make first truck ,0
Lol  Mine was playboy bunny   --- that was a looooooong time ago ....,0
 i did not  did you bring something?,0
 i will be on saturday during the day i think. Trust me its killing me that i cant be there ,0
 I miss u 2. Fuck I think i am going 2 die. Why alcohol why? I thought u were my friend ,0
"Why is Ala looking up &amp; staring at me funny? Wah! Stop it! I can't carry or cuddle you, I'm in my white uniform already. ",0
finished up practice...workin on paperwork for our USS Harry Truman Aircraft Carrier show! Why does the military have soo much paperwork! ,0
